DepMap_ID	cell_line_name	stripped_cell_line_name	CCLE_Name	alias	COSMICID	sex	source	Achilles_n_replicates	cell_line_NNMD	culture_type	culture_medium	cas9_activity	RRID	WTSI_Master_Cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	Subtype	age	Sanger_Model_ID	depmap_public_comments	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype
ACH-000595	LN-229	LN229	LN229_CENTRAL_NERVOUS_SYSTEM	NA	1240169	Female	ATCC	NA	NA	NA	NA	NA	CVCL_0393	1504	central_nervous_system	Primary	Brain Cancer	Glioblastoma	60	SIDM00684	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000622	KNS-42	KNS42	KNS42_CENTRAL_NERVOUS_SYSTEM	NA	907282	Male	HSRRB	2	-3.123873494	Adherent	EMEM + 5% FBS	61.9	CVCL_0378	1149	central_nervous_system	Primary	Brain Cancer	Glioblastoma	16	SIDM00607	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000623	SNU-201	SNU201	SNU201_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	KCLB	2	-4.500786151	NA	RPMI + 10% FBS	77.3	CVCL_5033	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	58	SIDM00158	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000634	LN-340	LN340	LN340_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	1	-3.705175163	not found	not found	49.7	CVCL_3955	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000673	LN-443	LN443	LN443_CENTRAL_NERVOUS_SYSTEM	NA	NA	Unknown	Academic lab	2	-5.054909652	not found	not found	NA	CVCL_3960	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000676	LN-464	LN464	LN464_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	2	-5.314479081	not found	not found	NA	CVCL_3962	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00058	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000738	GB-1	GB1	GB1_CENTRAL_NERVOUS_SYSTEM	NA	687568	Male	HSRRB	2	-4.776891613	NA	EMEM + 10% FBS	89	CVCL_1227	2095	central_nervous_system	Primary	Brain Cancer	Glioblastoma	35	SIDM00581	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000756	GI-1	GI1	GI1_CENTRAL_NERVOUS_SYSTEM	NA	906871	Male	RIKEN	1	-3.671040518	Adherent	DMEM + 10% FBS	95.9	CVCL_1231	245	central_nervous_system	Primary	Brain Cancer	Glioblastoma	61	SIDM00273	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000819	LN-18	LN18	LN18_CENTRAL_NERVOUS_SYSTEM	NA	1240168	Male	ATCC	2	-3.922834563	Adherent	DMEM + 5% FBS	80.5	CVCL_0392	1503	central_nervous_system	Primary	Brain Cancer	Glioblastoma	65	SIDM00685	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000863	DBTRG-05MG	DBTRG05MG	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	NA	906835	Female	ATCC	NA	NA	NA	NA	NA	CVCL_1169	1784	central_nervous_system	Primary	Brain Cancer	Glioblastoma	59	SIDM00867	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000887	SF-172	SF172	SF172_CENTRAL_NERVOUS_SYSTEM	NA	NA	Female	Academic lab	2	-5.516734456	not found	not found	85	CVCL_V613	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001329	ANGM-CSS	ANGMCSS	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Sigma-Aldrich	2	-4.699596857	Adherent	DMEM:HAMS F12 (1:1) + 10% FBS + 2mM L-glutamine	79.2	CVCL_2297	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	65	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001605	no.10	NO10	NO10_CENTRAL_NERVOUS_SYSTEM	ONDA10	908452	Male	JCRB	NA	NA	NA	NA	NA	CVCL_3075	36	central_nervous_system	Primary	Brain Cancer	Glioblastoma	62	SIDM00574	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001608	NP 2	NP2	NP2_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	JCRB	2	-4.413206722	Adherent	DMEM + 10% FBS	88.9	NA	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	63	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001609	NP 3	NP3	NP3_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	JCRB	2	-4.092584753	Adherent	DMEM + 10% FBS	84	NA	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	64	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001610	NP 5	NP5	NP5_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	JCRB	2	-2.173801757	Adherent	DMEM + 10% FBS	73.6	CVCL_1R17	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	27	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001622	Onda 7	ONDA7	ONDA7_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	JCRB	1	-4.687948544	Adherent	DMEM + 10% FBS	66	NA	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	51	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001623	Onda 8	ONDA8	ONDA8_CENTRAL_NERVOUS_SYSTEM	NA	NA	Female	JCRB	2	-3.625424783	Adherent	DMEM + 10% FBS	83.7	NA	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	31	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-001624	Onda 9	ONDA9	ONDA9_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	JCRB	2	-2.19836738	Adherent	DMEM + 10% FBS	77	CVCL_1R14	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	58	NA	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002223	D-245MG	D245MG	D245MG_CENTRAL_NERVOUS_SYSTEM	NA	946366	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1152	1249	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM01021	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002224	D-247MG	D247MG	D247MG_CENTRAL_NERVOUS_SYSTEM	NA	946367	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1153	1075	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00622	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002225	D-263MG	D263MG	D263MG_CENTRAL_NERVOUS_SYSTEM	NA	946368	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1154	453	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00732	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002226	D-336MG	D336MG	D336MG_CENTRAL_NERVOUS_SYSTEM	NA	946369	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1156	609	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00620	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002227	D-392MG	D392MG	D392MG_CENTRAL_NERVOUS_SYSTEM	NA	946370	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1158	1527	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00542	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002228	D-423MG	D423MG	D423MG_CENTRAL_NERVOUS_SYSTEM	NA	946372	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1160	2092	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00209	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002229	D-502MG	D502MG	D502MG_CENTRAL_NERVOUS_SYSTEM	NA	946373	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1162	768	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00208	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002230	D-542MG	D542MG	D542MG_CENTRAL_NERVOUS_SYSTEM	NA	753549	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1164	898	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00207	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002231	D-566MG	D566MG	D566MG_CENTRAL_NERVOUS_SYSTEM	NA	946377	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1166	2093	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00206	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002259	KNS-81-FD	KNS81FD	KNS81FD_CENTRAL_NERVOUS_SYSTEM	NA	924188	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1336	1150	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM01210	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-002268	LN-405	LN405	LN405_CENTRAL_NERVOUS_SYSTEM	NA	910694	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1378	1505	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	SIDM00343	NA	central_nervous_system	glioma	glioblastoma	NA
ACH-000475	huH-1	HUH1	HUH1_LIVER	NA	1298146	Male	HSRRB	2	-5.58088768	Adherent	DMEM + 10% FBS	96.1	CVCL_2956	1855	liver	Primary	Liver Cancer	Hepatocellular Carcinoma_HBs-antigen carrier	53	SIDM00586	NA	liver	hepatocellular_carcinoma	hbs_antigen_carrier	NA
ACH-000618	SNU-1041	SNU1041	SNU1041_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	2	-4.831634874	NA	RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate	44.3	CVCL_L085	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_hypopharyngeal	NA	SIDM00173	NA	upper_aerodigestive	upper_aerodigestive_squamous	hypopharyngeal	NA
ACH-002391	UD-SCC-2	UDSCC2	UDSCC2_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	Sanger	NA	NA	NA	NA	NA	CVCL_E325	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_hypopharyngeal	58	SIDM00025	NA	upper_aerodigestive	upper_aerodigestive_squamous	hypopharyngeal	NA
ACH-000209	SNU-1079	SNU1079	SNU1079_BILIARY_TRACT	NA	NA	Male	KCLB	2	-2.49770782	NA	RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate	74.3	CVCL_5008	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	SIDM00164	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-000808	HuH28	HUH28	HUH28_BILIARY_TRACT	NA	NA	Female	HSRRB	NA	NA	NA	NA	NA	CVCL_2955	NA	biliary_tract	Primary	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	NA	907069	Male	HSRRB	2	-3.66861864	NA	RPMI + 10% FBS	91.4	CVCL_0324	1213	ascites	Metastasis	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	SIDM00587	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001834	ICC10	ICC10	ICC10_BILIARY_TRACT	NA	NA	Unknown	Academic lab	1	-3.474044455	Adherent	RPMI + 10% FBS	92.8	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001835	ICC10-6	ICC106	ICC106_BILIARY_TRACT	NA	NA	Unknown	Academic lab	2	-4.251279775	Adherent	RPMI + 10% FBS	94.6	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001838	ICC12	ICC12	ICC12_BILIARY_TRACT	NA	NA	Unknown	Academic lab	2	-3.573977381	Adherent	RPMI + 10% FBS	88.2	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001839	ICC13-7	ICC137	ICC137_BILIARY_TRACT	ICC13	NA	Unknown	Academic lab	2	-3.379042945	Adherent	RPMI + 10% FBS	72.8	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001843	ICC3	ICC3	ICC3_BILIARY_TRACT	NA	NA	Unknown	Academic lab	2	-1.458152422	Adherent	RPMI + 10% FBS	74.5	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001844	ICC4	ICC4	ICC4_BILIARY_TRACT	NA	NA	Unknown	Academic lab	1	-4.043949694	Adherent	RPMI + 10% FBS	92	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001845	ICC5	ICC5	ICC5_BILIARY_TRACT	NA	NA	Unknown	Academic lab	NA	NA	NA	NA	NA	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001846	ICC6	ICC6	ICC6_BILIARY_TRACT	NA	NA	Unknown	Academic lab	0	-0.144307024	Adherent	RPMI + 10% FBS	85.2	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001848	ICC8	ICC8	ICC8_BILIARY_TRACT	NA	NA	Unknown	Academic lab	2	-4.160224349	Adherent	RPMI + 10% FBS	89.7	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001849	ICC9	ICC9	ICC9_BILIARY_TRACT	NA	NA	Unknown	Academic lab	2	-3.308420098	Adherent	RPMI + 10% FBS	91	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001852	HKGZ-CC	HKGZCC	HKGZCC_BILIARY_TRACT	NA	NA	Male	Academic lab	2	-6.077214288	Adherent	RPMI + 10% FBS	95.1	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001853	KMCH-1	KMCH1	KMCH1_BILIARY_TRACT	NA	NA	Male	Academic lab	2	-2.610106855	Adherent	RPMI + 10% FBS	93	CVCL_7970	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001856	RBE	RBE	RBE_BILIARY_TRACT	NA	NA	Female	Academic lab	1	-3.669142273	Adherent	RPMI + 10% FBS	81.3	CVCL_4896	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001857	SG231	SG231	SG231_BILIARY_TRACT	NA	NA	Male	Academic lab	1	-2.846317081	Adherent	RPMI + 10% FBS	94.9	CVCL_0519	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001858	SSP-25	SSP25	SSP25_BILIARY_TRACT	NA	NA	Female	Academic lab	2	-5.735641278	Adherent	RPMI + 10% FBS	94.3	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	SIDM00275	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001863	TKKK	TKKK	TKKK_BILIARY_TRACT	TKKK	NA	Male	Academic lab	1	-3.332574115	Adherent	RPMI + 10% FBS	72.4	NA	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001864	YSCCC	YSCCC	YSCCC_BILIARY_TRACT	YSCCC	NA	Female	Academic lab	2	-4.471207057	Adherent	RPMI + 10% FBS	84	NA	NA	ascites	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001959	CC-LP-1	CCLP1	CCLP1_BILIARY_TRACT	NA	NA	Female	Academic lab	2	-5.401871857	Adherent	RPMI + 10% FBS	66.3	CVCL_0205	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001960	CC-SW-1	CCSW1	CCSW1_BILIARY_TRACT	NA	NA	Female	Academic lab	2	-4.580466419	Adherent	RPMI + 10% FBS	95.3	CVCL_A429	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-002237	ETK-1	ETK1	ETK1_BILIARY_TRACT	NA	906861	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1206	323	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA	SIDM00276	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA
ACH-001521	HKA-1	HKA1	HKA1_SKIN	NA	NA	Female	JCRB	1	-2.925944327	Adherent	DMEM + 20% FBS	77.1	CVCL_2943	NA	skin	Primary	Skin Cancer	Squamous Cell Carcinoma	77	NA	NA	skin	skin_squamous	keratoacanthoma	NA
ACH-000679	OE-19	OE19	OE19_OESOPHAGUS	NA	910079	Male	HPACC	NA	NA	NA	NA	NA	CVCL_1622	1664	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	72	SIDM00479	NA	esophagus	esophagus_squamous	laryngeal	NA
ACH-000549	SNU-1076	SNU1076	SNU1076_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	2	-3.221794252	NA	RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate	85	CVCL_5006	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	60	SIDM00168	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-000692	SNU-899	SNU899	SNU899_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	NA	NA	NA	NA	NA	CVCL_5105	NA	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	56	SIDM00169	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-000715	SNU-1214	SNU1214	SNU1214_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	NA	NA	NA	NA	NA	CVCL_5017	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	55	SIDM00167	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-002249	JHU-011	JHU011	JHU011_UPPER_AERODIGESTIVE_TRACT	NA	1240161	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_5986	1233	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	NA	SIDM00128	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-002251	JHU-029	JHU029	JHU029_UPPER_AERODIGESTIVE_TRACT	NA	1298156	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_5993	74	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	NA	SIDM00690	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-002297	PCI-4B	PCI4B	PCI4B_UPPER_AERODIGESTIVE_TRACT	NA	1298531	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_C171	1068	upper_aerodigestive_tract	Metastasis	Head and Neck Cancer	Squamous Cell Carcinoma_laryngeal	NA	SIDM00043	NA	upper_aerodigestive	upper_aerodigestive_squamous	laryngeal	NA
ACH-001680	U-698-M	U698M	U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909777	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_0017	548	upper_aerodigestive_tract	Metastasis	Lymphoma	Lymphoblastic Lymphoma	7	SIDM00424	NA	lymphocyte	non_hodgkin_lymphoma	lymphoblastic_lymphoma	NA
ACH-000166	Kasumi-6	KASUMI6	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	NA	NA	NA	NA	NA	CVCL_0614	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M2 (Myeloblastic)	64	NA	NA	blood	AML	M2	NA
ACH-000263	KASUMI-1	KASUMI1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907275	Male	DSMZ	2	-1.890449985	NA	RPMI + 10% FBS	54.7	CVCL_0589	1196	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M2 (Myeloblastic)	7	SIDM01005	NA	blood	AML	M2	NA
ACH-000498	KO52	KO52	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330932	Male	HSRRB	1	-1.051070158	Suspension	AlphaMEM + 10% heat inactivated FBS	99.6	CVCL_1321	1325	bone_marrow	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M2 (Myeloblastic)	46	SIDM00018	NA	blood	AML	M2	NA
ACH-000002	HL-60	HL60	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	905938	Female	ATCC	NA	NA	NA	NA	NA	CVCL_0002	55	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	35	SIDM00829	NA	blood	AML	M3	NA
ACH-000218	PL-21	PL21	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330991	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_2161	698	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	24	SIDM00450	NA	blood	AML	M3	NA
ACH-000294	NB-4	NB4	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1323913	Female	DSMZ	3	-2.994957769	NA	RPMI + 10% FBS	NA	CVCL_0005	1285	bone_marrow	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	23	SIDM00428	NA	blood	AML	M3	NA
ACH-000113	OCI-AML2	OCIAML2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910947	Male	DSMZ	2	-3.664015684	NA	AlphaMEM + 20% FBS	57.9	CVCL_1619	749	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M4 (Myelomonocytic)	65	SIDM00446	NA	blood	AML	M4	NA
ACH-000336	OCI-AML3	OCIAML3	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1290455	Male	DSMZ	2	-1.989160656	NA	AlphaMEM + 20% FBS	51.6	CVCL_1844	355	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M4 (Myelomonocytic)	57	SIDM00462	NA	blood	AML	M4	NA
ACH-000439	ME-1	ME1	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330942	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_2110	427	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M4 (Myelomonocytic)	40	SIDM00338	NA	blood	AML	M4	NA
ACH-000112	SIG-M5	SIGM5	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909715	Male	DSMZ	0	-0.717793426	NA	IMDM + 10% FBS	31.3	CVCL_1694	656	bone_marrow	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	63	SIDM00396	NA	blood	AML	M5	NA
ACH-000168	NOMO-1	NOMO1	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908451	Female	HSRRB	2	-2.180197649	Adherent	RPMI + 10% FBS	82.2	CVCL_1609	297	bone_marrow	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	31	SIDM00580	NA	blood	AML	M5	NA
ACH-000198	EOL-1	EOL1	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906856	Male	DSMZ	2	-4.374413314	NA	RPMI + 10% FBS	70.2	CVCL_0258	426	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	33	SIDM00277	NA	blood	AML	M5	NA
ACH-000557	AML-193	AML193	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	ATCC	2	-2.642842793	Suspension	IMDM + 5% FBS + 10ug/ml Insulin+ 5ug/ml Transferrin + 2ng/ml GM-CSF	90.5	CVCL_1071	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	13	NA	NA	blood	AML	M5	NA
ACH-000770	P31/FUJ	P31FUJ	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909253	Male	HSRRB	3	-3.622506348	NA	RPMI + 10% FBS	87.6	CVCL_1632	642	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	NA	SIDM00363	NA	blood	AML	M5	NA
ACH-002314	TUR	TUR	TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909773	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1775	6	pleural_effusion	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Monocytic)	NA	SIDM01205	NA	blood	AML	M5	NA
ACH-000004	HEL	HEL	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907053	Male	DSMZ	2	-3.079202028	Suspension	RPMI + 10% FBS	52.4	CVCL_0001	783	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M6 (Erythroleukemia)	30	SIDM00594	NA	blood	AML	M6	NA
ACH-000005	HEL 92.1.7	HEL9217	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	2	-2.404409173	Suspension	RPMI + 10% FBS	86.6	CVCL_2481	NA	bone_marrow	NA	Leukemia	Acute Myelogenous Leukemia (AML)_M6 (Erythroleukemia)	30	SIDM00593	NA	blood	AML	M6	NA
